	width	WT_1	WT_2	WT_3	WT_4	TG_1	TG_2	TG_3	TG_4
ENSMUSG00000094135	1955	0	0	0	0	0	0	0	0
ENSMUSG00000094136	496	0	1	0	1	0	0	0	0
ENSMUSG00000094137	107	0	0	0	0	0	0	0	0
ENSMUSG00000094139	104	0	0	0	0	0	0	0	0
ENSMUSG00000094140	942	0	0	0	0	0	0	0	0
ENSMUSG00000094144	1291	0	0	0	0	0	0	0	0
ENSMUSG00000094145	2562	0	0	0	0	0	0	0	0
ENSMUSG00000094146	363	0	0	0	0	0	0	0	0
ENSMUSG00000094147	498	0	0	0	0	0	0	0	0
ENSMUSG00000094148	79	0	0	0	0	0	0	0	0
ENSMUSG00000094149	921	0	0	0	0	0	0	0	0
ENSMUSG00000094150	94	0	0	0	0	0	0	0	0
ENSMUSG00000094151	1761	0	0	0	0	0	0	0	0
ENSMUSG00000094152	2007	0	0	0	0	0	0	0	0
ENSMUSG00000094153	492	3	0	3	3	1	0	0	3
ENSMUSG00000094154	134	0	0	0	0	0	0	0	0
ENSMUSG00000094155	1497	0	0	0	0	0	0	0	0
ENSMUSG00000094156	897	0	0	0	0	0	0	0	0
ENSMUSG00000094157	1240	0	0	0	0	0	0	0	0
ENSMUSG00000094158	107	0	0	0	0	0	0	0	0
ENSMUSG00000094159	83	0	0	0	0	0	0	0	0
ENSMUSG00000094160	963	0	0	0	0	0	0	0	0
ENSMUSG00000094161	543	0	0	0	0	0	0	0	0
ENSMUSG00000094162	324	0	0	0	0	0	0	0	0
ENSMUSG00000094163	1023	0	0	0	0	0	0	0	0
ENSMUSG00000094164	347	0	0	0	0	0	0	0	0
ENSMUSG00000094165	127	0	0	0	0	0	0	0	0
ENSMUSG00000094167	396	0	0	0	0	0	0	0	0
ENSMUSG00000094168	90	0	0	0	0	0	0	0	0
ENSMUSG00000094170	498	0	0	0	0	0	0	0	0
ENSMUSG00000094173	60	0	0	0	0	0	0	0	0
ENSMUSG00000094174	357	0	0	0	0	0	0	0	0
ENSMUSG00000094175	121	0	0	0	0	0	0	0	0
ENSMUSG00000094176	344	0	2	0	0	5	5	1	4
ENSMUSG00000094177	377	0	0	0	0	0	0	0	0
ENSMUSG00000094178	119	0	1	7	0	0	2	0	0
ENSMUSG00000094179	72	3	2	2	2	5	3	4	3
ENSMUSG00000094180	279	0	0	0	0	0	0	0	0
ENSMUSG00000094181	933	0	0	0	0	0	0	0	0
ENSMUSG00000094182	936	0	0	0	0	0	0	0	0
ENSMUSG00000094183	129	0	0	0	0	0	0	0	0
ENSMUSG00000094184	77	0	0	0	0	0	0	0	0
ENSMUSG00000094185	483	2	4	11	1	3	6	2	5
ENSMUSG00000094186	660	0	0	0	0	0	0	0	0
ENSMUSG00000094187	915	0	0	0	0	0	0	0	0
ENSMUSG00000094188	74	0	0	0	0	0	0	0	0
ENSMUSG00000094189	171	2	3	12	7	0	6	0	1
ENSMUSG00000094190	121	0	0	0	0	0	0	0	0
ENSMUSG00000094191	378	3280	3894	4047	3833	1837	2328	1542	1746
ENSMUSG00000094192	954	0	0	0	0	0	0	0	0
ENSMUSG00000094194	380	0	0	0	0	0	0	0	0
ENSMUSG00000094195	1582	0	0	0	0	0	0	0	0
ENSMUSG00000094196	963	0	0	0	0	0	0	0	0
ENSMUSG00000094197	933	0	0	0	0	0	0	0	0
ENSMUSG00000094198	390	0	0	0	0	0	0	0	0
ENSMUSG00000094199	107	0	0	0	0	0	0	0	0
ENSMUSG00000094200	1000	0	0	0	0	0	0	0	0
ENSMUSG00000094201	107	0	0	0	0	0	0	0	0
ENSMUSG00000094202	202	0	0	0	0	0	0	0	0
ENSMUSG00000094203	499	0	0	0	0	0	0	0	0
ENSMUSG00000094204	402	0	0	0	0	0	0	0	0
ENSMUSG00000094205	1098	0	0	0	0	0	0	0	0
ENSMUSG00000094206	1053	0	0	0	0	0	0	0	0
ENSMUSG00000094208	924	0	0	0	0	0	0	0	0
ENSMUSG00000094210	91	0	0	0	0	0	0	0	0
ENSMUSG00000094211	372	0	0	0	0	0	0	0	0
ENSMUSG00000094212	384	2	2	2	1	7	18	12	19
ENSMUSG00000094213	79	0	0	0	0	0	0	0	0
ENSMUSG00000094214	104	0	0	0	0	0	0	0	0
ENSMUSG00000094215	696	1	1	1	5	1	1	2	4
ENSMUSG00000094217	628	0	0	0	0	0	0	0	0
ENSMUSG00000094218	94	0	0	0	0	0	0	0	0
ENSMUSG00000094219	1044	0	0	0	0	0	0	0	0
ENSMUSG00000094220	401	0	0	0	0	0	2	1	2
ENSMUSG00000094221	924	0	0	0	0	0	0	0	0
ENSMUSG00000094222	545	0	0	0	0	0	0	0	0
ENSMUSG00000094226	1828	0	0	0	0	0	0	0	0
ENSMUSG00000094227	543	0	0	0	0	0	0	0	0
ENSMUSG00000094228	870	0	0	0	0	0	0	0	0
ENSMUSG00000094229	107	0	0	0	0	0	0	0	0
ENSMUSG00000094230	1804	0	0	0	0	0	0	0	0
ENSMUSG00000094231	595	0	0	0	0	3	2	2	1
ENSMUSG00000094232	528	0	0	0	0	0	0	0	0
ENSMUSG00000094233	2626	0	0	0	0	0	0	0	0
ENSMUSG00000094235	286	0	0	0	0	0	0	0	0
ENSMUSG00000094236	94	0	0	0	0	0	0	0	0
ENSMUSG00000094237	885	0	0	0	0	0	0	0	0
ENSMUSG00000094238	399	0	0	0	0	0	0	0	0
ENSMUSG00000094239	132	0	0	0	0	0	0	0	0
ENSMUSG00000094240	868	0	0	0	0	0	0	0	0
ENSMUSG00000094241	351	0	0	0	0	0	0	0	0
ENSMUSG00000094242	844	57	70	57	48	43	55	45	47
ENSMUSG00000094243	1137	0	0	0	0	0	0	0	0
ENSMUSG00000094244	78	0	0	0	0	0	0	0	0
ENSMUSG00000094245	107	0	0	3	0	0	1	1	2
ENSMUSG00000094247	125	0	0	0	0	0	0	0	0
ENSMUSG00000094248	480	4	1	5	8	4	7	1	2
ENSMUSG00000094249	189	1	0	0	0	0	0	1	0
ENSMUSG00000094250	171	1	2	2	0	0	1	0	0
ENSMUSG00000094251	85	3	0	6	3	9	9	4	2
ENSMUSG00000094252	498	0	0	0	0	0	0	0	0
ENSMUSG00000094253	102	0	0	0	0	0	0	0	0
ENSMUSG00000094254	936	0	0	0	0	0	0	0	0
ENSMUSG00000094255	107	0	0	0	0	0	0	0	0
ENSMUSG00000094256	483	1	5	1	2	2	1	1	1
ENSMUSG00000094257	582	413	439	412	408	772	1030	801	707
ENSMUSG00000094258	1826	0	0	0	0	0	0	0	0
ENSMUSG00000094259	138	0	0	0	0	0	0	0	0
ENSMUSG00000094261	90	0	0	0	0	0	0	0	0
ENSMUSG00000094262	354	0	0	9	0	0	0	0	0
ENSMUSG00000094263	72	0	0	0	0	0	2	0	0
ENSMUSG00000094264	435	0	0	0	0	0	0	0	0
ENSMUSG00000094265	119	0	0	0	0	0	0	0	0
ENSMUSG00000094266	939	0	0	0	0	0	0	0	0
ENSMUSG00000094267	121	0	0	0	0	0	0	0	0
ENSMUSG00000094268	29	0	0	0	0	0	0	0	0
ENSMUSG00000094269	945	0	0	0	0	0	0	0	0
ENSMUSG00000094270	119	0	0	0	0	0	0	0	0
ENSMUSG00000094271	968	0	0	0	0	0	0	0	0
ENSMUSG00000094273	1960	0	0	0	0	0	0	0	0
ENSMUSG00000094274	94	0	0	0	0	0	0	0	0
ENSMUSG00000094275	107	0	0	0	0	0	0	0	0
ENSMUSG00000094276	192	0	0	0	0	0	0	0	0
ENSMUSG00000094277	366	0	0	0	0	0	0	0	0
ENSMUSG00000094278	1983	0	0	0	0	0	0	0	0
ENSMUSG00000094280	2461	0	0	0	0	0	0	0	0
ENSMUSG00000094281	132	5	11	10	4	8	11	4	6
ENSMUSG00000094282	921	2	1	0	1	0	0	1	4
ENSMUSG00000094283	79	0	0	0	0	0	0	0	0
ENSMUSG00000094284	894	0	0	0	0	0	0	0	0
ENSMUSG00000094285	936	0	0	0	0	0	0	0	0
ENSMUSG00000094286	447	5	7	5	6	1	4	1	11
ENSMUSG00000094287	94	0	0	0	0	0	0	0	0
ENSMUSG00000094288	1150	0	0	0	0	0	0	0	0
ENSMUSG00000094289	945	0	0	0	0	0	0	0	0
ENSMUSG00000094290	126	0	0	0	0	0	0	0	0
ENSMUSG00000094291	1085	0	0	0	0	0	0	0	0
ENSMUSG00000094292	107	0	0	0	0	0	0	0	0
ENSMUSG00000094293	909	0	0	0	0	0	0	0	0
ENSMUSG00000094294	1223	0	0	0	0	0	0	0	0
ENSMUSG00000094295	963	0	0	0	0	0	0	0	0
ENSMUSG00000094296	261	0	0	0	0	0	0	0	0
ENSMUSG00000094297	127	0	0	0	0	0	0	0	0
ENSMUSG00000094298	924	0	0	0	0	0	0	0	0
ENSMUSG00000094301	107	0	0	0	0	0	0	0	0
ENSMUSG00000094302	945	0	0	0	0	0	0	0	0
ENSMUSG00000094304	88	0	0	0	0	0	0	0	0
ENSMUSG00000094305	523	0	0	0	0	0	0	0	0
ENSMUSG00000094306	164	0	0	0	0	0	1	0	0
ENSMUSG00000094307	1960	0	0	0	0	0	0	0	0
ENSMUSG00000094308	79	0	0	0	0	0	0	0	0
ENSMUSG00000094309	1955	0	0	0	0	0	0	0	0
ENSMUSG00000094310	110	0	0	0	0	0	0	0	0
ENSMUSG00000094311	1054	0	0	0	0	0	0	0	0
ENSMUSG00000094312	107	0	0	0	0	0	0	0	0
ENSMUSG00000094313	1818	0	0	0	0	0	0	0	0
ENSMUSG00000094314	916	0	0	0	0	0	0	0	0
ENSMUSG00000094315	358	0	0	0	0	0	0	0	0
ENSMUSG00000094316	76	0	0	0	0	0	0	0	0
ENSMUSG00000094317	468	0	0	0	0	0	0	0	0
ENSMUSG00000094318	345	0	3	3	0	1	0	0	0
ENSMUSG00000094319	354	0	0	0	0	0	0	0	0
ENSMUSG00000094320	462	40	93	126	150	64	76	45	21
ENSMUSG00000094321	279	0	0	0	0	0	0	0	0
ENSMUSG00000094322	351	0	0	0	0	0	0	0	0
ENSMUSG00000094323	883	0	0	0	0	0	0	0	0
ENSMUSG00000094325	1535	0	0	0	0	0	0	0	0
ENSMUSG00000094326	483	1	1	2	2	0	0	0	0
ENSMUSG00000094327	127	0	0	0	0	0	0	0	0
ENSMUSG00000094328	2349	0	1	0	0	1	0	0	1
ENSMUSG00000094330	127	0	0	0	0	0	0	0	0
ENSMUSG00000094334	408	5	3	9	5	3	2	1	5
ENSMUSG00000094335	404	0	0	0	0	0	0	0	0
ENSMUSG00000094336	2493	0	0	0	0	0	0	0	0
ENSMUSG00000094338	381	1	0	0	1	0	2	0	0
ENSMUSG00000094340	873	0	0	0	0	0	0	0	0
ENSMUSG00000094342	528	0	0	0	0	0	0	0	0
ENSMUSG00000094344	345	1053	2736	2548	3619	762	931	518	408
ENSMUSG00000094345	358	0	0	0	0	0	0	0	0
ENSMUSG00000094346	543	0	0	0	0	0	0	0	0
ENSMUSG00000094347	960	0	0	0	0	0	0	0	0
ENSMUSG00000094349	1403	0	0	0	0	0	0	0	0
ENSMUSG00000094351	372	0	0	0	0	0	0	0	0
ENSMUSG00000094352	1960	0	0	0	0	0	0	0	0
ENSMUSG00000094353	939	0	0	0	0	0	0	0	0
ENSMUSG00000094354	1083	0	0	0	0	0	0	0	0
ENSMUSG00000094356	370	0	0	0	0	0	0	0	0
ENSMUSG00000094357	80	0	0	0	0	0	0	0	0
ENSMUSG00000094358	868	0	0	0	0	0	0	0	0
ENSMUSG00000094359	102	0	0	0	0	0	0	0	0
ENSMUSG00000094360	291	0	0	0	0	0	0	0	0
ENSMUSG00000094361	1497	0	0	0	0	0	0	0	0
ENSMUSG00000094362	333	0	0	0	0	0	0	0	0
ENSMUSG00000094363	123	0	0	0	0	0	0	0	0
ENSMUSG00000094364	79	0	0	0	0	0	0	0	0
ENSMUSG00000094365	3821	1141	1984	1982	2364	2082	2601	1627	1474
ENSMUSG00000094366	107	0	0	0	0	0	0	0	0
ENSMUSG00000094367	107	0	0	0	0	0	0	0	0
ENSMUSG00000094369	165	0	0	0	0	0	0	0	0
ENSMUSG00000094370	2040	0	0	0	0	0	0	0	0
ENSMUSG00000094371	1386	0	0	0	0	0	0	0	0
ENSMUSG00000094372	378	0	0	0	0	0	0	0	0
ENSMUSG00000094374	1119	13	12	14	25	18	29	21	9
ENSMUSG00000094377	141	2	2	6	0	3	2	4	5
ENSMUSG00000094378	2045	0	0	0	0	0	0	0	0
ENSMUSG00000094379	909	0	0	0	0	0	0	0	0
ENSMUSG00000094380	933	0	0	0	0	0	0	0	0
ENSMUSG00000094381	110	0	0	0	0	0	0	0	0
ENSMUSG00000094382	85	0	0	5	0	3	4	1	2
ENSMUSG00000094384	132	0	0	0	0	0	0	0	0
ENSMUSG00000094385	924	0	0	0	0	0	0	0	0
ENSMUSG00000094386	123	0	0	0	0	0	0	0	0
ENSMUSG00000094388	522	0	1	0	0	0	0	1	0
ENSMUSG00000094389	94	0	0	0	0	0	0	0	0
ENSMUSG00000094390	102	0	0	0	0	0	0	0	0
ENSMUSG00000094391	1497	0	0	0	0	0	0	0	0
ENSMUSG00000094392	136	557	628	804	708	784	877	709	599
ENSMUSG00000094394	107	0	0	0	2	0	0	0	0
ENSMUSG00000094396	2568	0	0	0	0	0	0	0	0
ENSMUSG00000094399	924	0	0	0	0	0	0	0	0
ENSMUSG00000094400	107	0	0	0	0	0	0	0	0
ENSMUSG00000094401	587	0	0	0	0	0	0	0	0
ENSMUSG00000094402	132	0	0	0	0	0	0	0	0
ENSMUSG00000094403	109	0	0	0	0	0	0	0	0
ENSMUSG00000094404	1083	0	0	0	0	0	0	0	0
ENSMUSG00000094405	116	0	0	1	0	0	0	0	0
ENSMUSG00000094406	105	0	0	0	0	0	0	0	0
ENSMUSG00000094407	94	0	0	0	0	0	0	0	0
ENSMUSG00000094408	74	0	0	0	0	0	0	0	0
ENSMUSG00000094409	571	0	0	0	0	0	0	0	0
ENSMUSG00000094410	10156	5120	5598	5290	3759	7247	7508	5787	6174
ENSMUSG00000094411	99	25	46	40	37	6	10	10	4
ENSMUSG00000094412	1137	0	0	0	0	0	0	0	0
ENSMUSG00000094413	352	11	3	13	7	47	41	40	33
ENSMUSG00000094415	904	0	0	0	0	0	0	0	0
ENSMUSG00000094416	724	0	0	0	0	0	0	0	0
ENSMUSG00000094417	565	1	3	0	1	5	4	4	3
ENSMUSG00000094419	107	0	0	0	0	0	0	0	0
ENSMUSG00000094420	359	0	0	0	0	0	0	0	0
ENSMUSG00000094421	1011	0	0	0	0	0	0	0	0
ENSMUSG00000094422	990	0	0	0	0	0	0	0	0
ENSMUSG00000094423	468	0	0	0	0	0	0	0	0
ENSMUSG00000094424	639	0	0	0	0	0	0	0	0
ENSMUSG00000094426	945	0	0	0	0	0	0	0	0
ENSMUSG00000094427	714	0	0	0	0	0	0	0	0
ENSMUSG00000094428	110	0	0	0	0	0	0	0	0
ENSMUSG00000094429	3030	0	0	0	0	0	0	0	0
ENSMUSG00000094430	679	0	0	0	0	0	0	0	0
ENSMUSG00000094432	110	0	0	0	0	0	0	0	0
ENSMUSG00000094433	379	0	0	0	0	0	0	0	0
ENSMUSG00000094435	95	0	0	0	0	0	0	0	0
ENSMUSG00000094436	228	0	0	0	0	0	0	0	3
ENSMUSG00000094437	360	355	318	315	300	319	357	256	282
ENSMUSG00000094438	79	0	0	0	0	0	0	0	0
ENSMUSG00000094439	4402	84	202	166	230	216	245	161	158
ENSMUSG00000094440	107	0	0	0	0	0	0	0	0
ENSMUSG00000094441	1638	304	281	336	270	355	432	381	405
ENSMUSG00000094442	79	0	0	0	0	0	0	0	0
ENSMUSG00000094443	3739	19	10	11	4	22	34	19	29
ENSMUSG00000094444	528	0	0	0	0	0	0	0	0
ENSMUSG00000094445	397	0	0	0	0	0	0	0	0
ENSMUSG00000094446	483	0	0	0	1	0	0	1	0
ENSMUSG00000094447	336	0	0	0	0	0	0	0	0
ENSMUSG00000094449	945	0	0	0	0	0	0	0	0
ENSMUSG00000094452	107	0	0	0	0	0	0	0	0
ENSMUSG00000094454	108	0	0	0	0	0	0	0	0
ENSMUSG00000094455	119	0	0	0	0	0	0	0	0
ENSMUSG00000094456	126	0	0	0	0	0	0	0	0
ENSMUSG00000094457	126	0	0	0	0	0	0	0	0
ENSMUSG00000094458	79	0	0	0	0	0	0	0	0
ENSMUSG00000094460	2075	0	0	0	0	0	0	0	0
ENSMUSG00000094461	930	0	0	0	0	0	0	0	0
ENSMUSG00000094462	123	0	0	1	0	0	0	0	0
ENSMUSG00000094463	1257	334	333	358	404	290	313	229	279
ENSMUSG00000094464	930	0	0	0	0	0	0	0	0
ENSMUSG00000094465	79	0	0	0	0	0	0	0	0
ENSMUSG00000094466	114	0	0	0	0	0	0	0	0
ENSMUSG00000094467	101	0	0	0	0	0	0	0	0
ENSMUSG00000094468	378	0	0	0	0	0	0	1	0
ENSMUSG00000094470	114	0	0	0	0	0	0	0	0
ENSMUSG00000094471	107	0	0	0	0	0	0	0	0
ENSMUSG00000094472	1500	0	0	0	0	0	0	0	0
ENSMUSG00000094473	107	0	0	0	0	0	0	0	0
ENSMUSG00000094475	1501	1	4	2	2	8	4	4	3
ENSMUSG00000094476	79	0	0	0	0	0	0	0	0
ENSMUSG00000094477	101	0	0	0	0	0	0	0	0
ENSMUSG00000094478	359	0	0	0	0	0	0	0	0
ENSMUSG00000094481	132	0	0	0	0	0	0	0	0
ENSMUSG00000094482	898	0	0	0	0	0	0	0	0
ENSMUSG00000094483	8319	4766	4508	3121	3128	4918	5138	4343	4508
ENSMUSG00000094484	3115	0	0	0	0	0	0	0	0
ENSMUSG00000094485	435	0	0	0	0	0	0	0	0
ENSMUSG00000094486	78	0	0	0	0	0	0	0	0
ENSMUSG00000094487	648	0	0	0	1	0	0	0	0
ENSMUSG00000094488	939	0	0	0	0	0	0	0	0
ENSMUSG00000094489	107	0	0	0	0	0	0	0	0
ENSMUSG00000094491	374	0	0	0	0	0	0	0	0
ENSMUSG00000094493	951	0	0	0	0	0	0	0	0
ENSMUSG00000094494	107	0	0	0	0	0	0	0	0
ENSMUSG00000094496	936	0	0	0	0	0	0	0	0
ENSMUSG00000094497	483	4	17	18	24	6	7	3	6
ENSMUSG00000094498	396	1	0	1	1	0	0	1	4
ENSMUSG00000094499	672	0	0	0	0	0	0	0	0
ENSMUSG00000094500	587	0	0	0	0	0	0	0	0
ENSMUSG00000094501	2120	0	0	0	0	0	0	0	0
ENSMUSG00000094502	351	0	0	0	0	0	0	0	0
ENSMUSG00000094504	702	0	0	1	0	0	0	0	0
ENSMUSG00000094505	358	0	0	0	0	0	0	0	0
ENSMUSG00000094506	121	0	0	0	0	0	0	0	0
ENSMUSG00000094507	1083	0	0	0	0	0	0	0	0
ENSMUSG00000094508	79	0	0	0	0	0	0	0	0
ENSMUSG00000094509	351	0	0	0	0	0	0	0	0
ENSMUSG00000094510	107	0	0	0	0	0	0	0	0
ENSMUSG00000094511	1576	0	0	0	0	0	0	0	0
ENSMUSG00000094513	79	0	0	0	0	0	0	0	0
ENSMUSG00000094515	121	0	0	0	0	0	0	0	0
ENSMUSG00000094516	92	0	0	0	0	0	0	0	0
ENSMUSG00000094517	1245	28	37	35	25	17	32	28	19
ENSMUSG00000094518	411	1001	1565	1580	1711	1620	1836	1259	1127
ENSMUSG00000094519	1245	6	10	16	9	9	15	10	11
ENSMUSG00000094520	966	0	0	0	0	0	0	0	0
ENSMUSG00000094521	107	0	0	0	0	0	0	0	0
ENSMUSG00000094522	79	0	0	0	0	0	0	0	0
ENSMUSG00000094523	101	0	0	0	0	0	0	0	0
ENSMUSG00000094524	79	0	0	0	0	0	0	0	0
ENSMUSG00000094525	385	392	441	431	481	1058	1438	907	994
ENSMUSG00000094526	2775	0	0	0	0	0	0	0	0
ENSMUSG00000094527	132	0	0	0	0	0	0	0	0
ENSMUSG00000094528	77	0	0	0	0	0	0	0	0
ENSMUSG00000094529	662	0	0	0	0	0	0	0	0
ENSMUSG00000094530	600	1709	1724	1882	1751	1009	1023	884	973
ENSMUSG00000094531	942	0	0	0	0	0	0	0	0
ENSMUSG00000094532	918	0	0	0	0	0	0	0	0
ENSMUSG00000094533	353	0	0	0	0	0	0	0	0
ENSMUSG00000094534	1145	3	1	2	3	5	3	2	3
ENSMUSG00000094535	948	0	0	0	0	0	0	0	0
ENSMUSG00000094537	119	0	0	0	0	0	0	0	0
ENSMUSG00000094538	79	0	0	0	0	0	0	0	0
ENSMUSG00000094539	1109	0	0	0	0	0	0	0	0
ENSMUSG00000094540	1149	0	0	0	0	0	0	0	0
ENSMUSG00000094541	109	0	0	0	0	0	0	0	0
ENSMUSG00000094542	924	0	0	0	0	0	0	0	0
ENSMUSG00000094543	1404	0	0	0	0	0	0	0	0
ENSMUSG00000094544	1245	6	14	18	19	14	12	5	7
ENSMUSG00000094545	924	0	0	0	0	0	0	0	0
ENSMUSG00000094546	351	0	0	0	0	0	0	0	0
ENSMUSG00000094548	79	0	0	0	0	0	0	0	0
ENSMUSG00000094550	79	0	0	0	0	0	0	0	0
ENSMUSG00000094551	107	11	11	13	11	11	15	13	15
ENSMUSG00000094552	16	0	1	0	0	0	0	0	0
ENSMUSG00000094553	1031	0	0	0	0	0	0	0	0
ENSMUSG00000094554	79	0	0	0	0	0	0	0	0
ENSMUSG00000094555	724	0	0	0	0	0	0	0	0
ENSMUSG00000094556	1153	0	0	0	0	0	0	0	0
ENSMUSG00000094557	333	1	3	4	3	0	0	1	0
ENSMUSG00000094558	1960	0	0	0	0	0	0	0	0
ENSMUSG00000094559	1622	0	0	0	0	0	0	0	0
ENSMUSG00000094560	1848	0	0	0	0	0	0	0	0
ENSMUSG00000094561	351	0	0	0	0	0	0	0	0
ENSMUSG00000094562	385	18	31	14	30	64	74	71	78
ENSMUSG00000094563	121	0	0	0	0	0	0	0	0
ENSMUSG00000094564	372	0	0	0	0	0	0	0	0
ENSMUSG00000094565	79	0	0	0	0	0	0	0	0
ENSMUSG00000094566	1986	12	24	18	29	6	3	4	2
ENSMUSG00000094567	79	0	0	0	0	0	0	0	0
ENSMUSG00000094568	1077	682	730	811	846	645	824	594	637
ENSMUSG00000094569	14	34	48	49	54	62	97	58	63
ENSMUSG00000094570	922	0	0	0	0	0	0	0	0
ENSMUSG00000094571	121	0	0	0	0	0	0	0	0
ENSMUSG00000094572	121	0	0	0	0	0	0	0	0
ENSMUSG00000094573	94	0	0	0	0	0	0	0	0
ENSMUSG00000094574	138	6	3	3	1	2	4	2	3
ENSMUSG00000094575	1225	0	0	0	0	0	0	0	0
ENSMUSG00000094577	984	0	0	0	0	0	0	0	0
ENSMUSG00000094578	1762	0	0	0	0	0	0	0	0
ENSMUSG00000094579	74	0	0	0	0	0	0	0	0
ENSMUSG00000094581	94	0	0	0	0	0	0	0	0
ENSMUSG00000094582	1527	0	0	0	0	0	0	0	0
ENSMUSG00000094584	1453	0	0	0	0	0	0	0	0
ENSMUSG00000094585	132	0	0	0	0	0	0	0	0
ENSMUSG00000094586	1160	0	0	0	0	0	0	0	0
ENSMUSG00000094587	79	0	0	0	0	0	0	0	0
ENSMUSG00000094588	951	0	0	0	0	0	0	0	0
ENSMUSG00000094589	921	0	0	0	0	0	0	0	0
ENSMUSG00000094590	1688	0	0	0	0	0	0	0	0
ENSMUSG00000094592	984	0	0	0	0	0	0	0	0
ENSMUSG00000094593	121	0	0	0	0	0	0	0	0
ENSMUSG00000094594	555	16	9	19	17	20	20	12	17
ENSMUSG00000094595	4358	202	186	209	190	244	358	277	284
ENSMUSG00000094596	1960	0	0	0	0	0	0	0	0
ENSMUSG00000094597	1377	38	35	52	31	33	43	29	20
ENSMUSG00000094598	110	0	0	0	0	0	0	0	0
ENSMUSG00000094599	94	0	0	0	0	0	0	0	0
ENSMUSG00000094600	897	0	0	0	0	0	0	0	0
ENSMUSG00000094601	711	0	0	0	0	0	0	0	0
ENSMUSG00000094602	915	0	0	0	0	0	0	0	0
ENSMUSG00000094603	100	0	0	0	0	0	0	0	0
ENSMUSG00000094604	79	0	0	0	0	0	0	0	0
ENSMUSG00000094605	107	0	0	0	0	0	0	0	0
ENSMUSG00000094606	2586	0	0	0	0	0	0	0	0
ENSMUSG00000094607	347	0	0	0	0	0	0	0	0
ENSMUSG00000094608	110	0	0	0	0	0	0	0	0
ENSMUSG00000094609	79	0	0	0	0	0	0	0	0
ENSMUSG00000094610	79	0	0	0	0	0	0	0	0
ENSMUSG00000094612	933	0	0	0	0	0	0	0	0
ENSMUSG00000094613	1358	0	0	0	0	0	0	0	0
ENSMUSG00000094614	4253	8	14	26	19	18	21	15	16
ENSMUSG00000094615	588	5	3	3	4	9	10	4	5
ENSMUSG00000094616	919	0	0	0	0	0	0	0	0
ENSMUSG00000094618	549	0	0	0	0	0	0	0	0
ENSMUSG00000094619	456	1	0	1	1	4	9	4	3
ENSMUSG00000094620	702	0	0	0	0	2	0	0	1
ENSMUSG00000094622	720	1	4	1	2	3	1	1	3
ENSMUSG00000094623	664	0	0	0	0	0	0	0	0
ENSMUSG00000094624	907	0	0	0	0	0	0	0	0
ENSMUSG00000094625	79	0	0	0	0	0	0	0	0
ENSMUSG00000094626	4869	0	0	1	2	1	0	1	0
ENSMUSG00000094627	1097	285	427	461	592	366	469	283	296
ENSMUSG00000094628	1956	0	0	0	0	0	0	0	0
ENSMUSG00000094630	119	0	0	0	0	0	0	0	0
ENSMUSG00000094631	79	0	0	0	0	0	0	0	0
ENSMUSG00000094632	963	0	0	0	0	0	0	0	0
ENSMUSG00000094634	2178	5	4	7	7	1	0	2	0
ENSMUSG00000094635	1521	7	12	3	9	8	10	9	5
ENSMUSG00000094636	79	0	0	0	0	0	0	0	0
ENSMUSG00000094637	909	0	0	0	0	0	0	0	0
ENSMUSG00000094638	776	687	669	861	759	411	485	350	363
ENSMUSG00000094639	105	0	0	0	0	0	0	0	0
ENSMUSG00000094641	110	0	0	0	0	0	0	0	0
ENSMUSG00000094642	94	0	0	0	0	0	0	0	0
ENSMUSG00000094643	1762	0	0	0	0	0	0	0	0
ENSMUSG00000094647	923	0	0	0	0	0	0	0	0
ENSMUSG00000094648	549	0	0	0	0	0	0	0	0
ENSMUSG00000094649	1624	21	49	29	58	42	62	39	30
ENSMUSG00000094650	76	0	0	0	0	0	0	0	0
ENSMUSG00000094651	3063	0	1	1	3	0	1	0	1
ENSMUSG00000094652	351	0	0	0	0	0	0	0	0
ENSMUSG00000094654	108	0	0	0	0	0	0	0	0
ENSMUSG00000094655	191	1	0	1	0	0	4	1	0
ENSMUSG00000094656	101	0	0	0	0	0	0	0	0
ENSMUSG00000094657	119	0	0	0	0	0	0	0	0
ENSMUSG00000094658	1727	0	0	0	0	0	0	0	0
ENSMUSG00000094659	90	0	0	0	0	0	0	0	0
ENSMUSG00000094660	1223	0	0	0	0	0	0	0	0
ENSMUSG00000094662	282	0	0	0	0	0	0	0	0
ENSMUSG00000094663	107	0	0	0	0	0	0	0	0
ENSMUSG00000094664	333	411	459	496	406	173	218	152	189
ENSMUSG00000094665	107	0	0	0	0	0	0	0	0
ENSMUSG00000094667	79	0	0	0	0	0	0	0	0
ENSMUSG00000094668	116	0	0	0	0	0	0	0	0
ENSMUSG00000094669	1254	0	0	0	0	0	0	0	0
ENSMUSG00000094670	114	0	0	0	0	0	0	0	0
ENSMUSG00000094672	2568	0	0	0	0	0	0	0	0
ENSMUSG00000094673	1451	0	0	0	0	0	0	0	0
ENSMUSG00000094675	1149	0	0	0	0	0	0	0	0
ENSMUSG00000094676	270	0	0	1	0	0	0	0	0
ENSMUSG00000094677	95	0	0	0	0	0	0	0	0
ENSMUSG00000094678	930	0	0	0	0	0	0	0	0
ENSMUSG00000094679	1225	0	0	0	0	0	0	0	0
ENSMUSG00000094680	945	0	0	0	0	0	0	0	0
